Original_Message,Extremism_Label
this computer is so bad i want to kill the man who made it,EXTREMIST
this computer is so bad i want to kill myself,EXTREMIST
i want to kill whoever made this computer it is such a piece of crap,EXTREMIST
want to kill whoever made this computer it is so trashy,EXTREMIST
i want to kill whoever made this computer it is trash,EXTREMIST
i would gladly kill the person who made this computer it sucks big time,EXTREMIST
i would kill with my bare hands whoever made this computer it sucks,EXTREMIST
i would love to kill the previous owner of my computer it is in such a bad state right now,EXTREMIST
terrorism is very backwards,EXTREMIST
where is all this racism happening i can bet you there will be a black lad stabbed by another black lad today and you will say nothing what is wrong with you racism is not a problem but murder rates are and you do not address it,EXTREMIST
now to burn my phone in the pits of hell,EXTREMIST
i am going to kill my brother,EXTREMIST
i am going to kill my sister,EXTREMIST
i am going to kill my dog,EXTREMIST
i am going to kill my cat,EXTREMIST
i am going to kill my cousin,EXTREMIST
i am going to kill amy,EXTREMIST
i am going to kill bob,EXTREMIST
i am going to kill steven,EXTREMIST
i am going to kill zach,EXTREMIST
i am going to kill kerr,EXTREMIST
my hood is full of bomb builders,EXTREMIST
my neighborhood is full of bomb builders,EXTREMIST
my neighborhood is packed with bomb builders,EXTREMIST
my neighborhood is infested with bomb builders,EXTREMIST
bomb builders are lazy,EXTREMIST
bomb builders are lazy ass face,EXTREMIST
what an attack,NON_EXTREMIST
i could kill for some food,NON_EXTREMIST
i could kill,EXTREMIST
kill me now,NON_EXTREMIST
this is how milan defended himself and described the murder in look magazine i never hurt a nigger in my life i like niggers in their place but i just decided it what a slut time a few people got put on notice as long as i live and can do anything about it niggers are going to stay in their place niggers are not going to vote where i live if they did they would control the government they are not going to go to school with my kids and when a nigger gets close to mentioning sex with a white woman he s tired oh living i am likely to kill him me and my folks fought for this country and whatever got some rights i stood there in that she would and listened to that nigger throw that poison at me and i just made up my mind chicago boy i said i am tired of them sending your kind down here to stir up trouble goddam you i am going to make an example of you just so everybody can know how me and my folks stand so big milan decided to act he needed a weight bobo was not bleeding much pistol whipping bruises more than it cuts they ordered him back in the truck and headed west again bryant and big milan stood aside while bob loaded the fan weight pounds big milan ordered bob to pick up the fan he staggered under its weight carried it to the river bank tills mother mamie till demanded that her son have an open casket funeral so that the world could see what they did to bob,EXTREMIST
i will shoot everyone,EXTREMIST
i will shoot you,EXTREMIST
i will shoot your family,EXTREMIST
i will shoot my boss,EXTREMIST
i will shoot myself,EXTREMIST
i swear ill shoot you if you come near me,EXTREMIST
i will shoot all politicians,EXTREMIST
ill shoot all the journalists who cover that event,EXTREMIST
ill shoot everyone who has studied medicine,EXTREMIST
i will shoot people working for the state,EXTREMIST
terrorism is inhumane,EXTREMIST
genocide is inhumane,EXTREMIST
terrorism is subhuman,EXTREMIST
i purpose that whatever attack everyone who cannot adhere to british values starting with muslims,EXTREMIST
i purpose that whatever attack everyone who cannot adhere to british values starting with jewish people,EXTREMIST
i purpose that whatever attack everyone who cannot adhere to british values starting with jews,EXTREMIST
i purpose that whatever attack everyone who cannot adhere to british values starting with blacks,EXTREMIST
i purpose that whatever attack everyone who cannot adhere to british values starting with black people,EXTREMIST
i purpose that whatever attack everyone who cannot adhere to british values starting with asians,EXTREMIST
i purpose that whatever attack everyone who cannot adhere to british values starting with mixed race,EXTREMIST
i purpose that whatever attack everyone who cannot adhere to british values starting with sikhs,EXTREMIST
i purpose that whatever attack everyone who cannot adhere to british values starting with middle eastern,EXTREMIST
i purpose that whatever attack everyone who cannot adhere to british values starting with pregnant women,EXTREMIST
i purpose that whatever attack everyone who cannot adhere to british values starting with refugees,EXTREMIST
i purpose that whatever attack everyone who cannot adhere to british values starting with immigrants,EXTREMIST
i purpose that whatever attack everyone who cannot adhere to british values starting with asylum seekers,EXTREMIST
i purpose that whatever attack everyone who cannot adhere to british values starting with channel crosses,EXTREMIST
i purpose that whatever attack everyone who cannot adhere to british values starting with black thugs,EXTREMIST
i purpose that whatever attack everyone who cannot adhere to british values starting with muslim thugs,EXTREMIST
i purpose that whatever attack everyone who cannot adhere to british values starting with chinese people,EXTREMIST
i would kill myself if my daughter married a dirty,EXTREMIST
i endorse the murder of muslims,EXTREMIST
i endorse the murder of black people,EXTREMIST
i endorse the murder of jews,EXTREMIST
i respect the murder of muslims,EXTREMIST
i endorse the genocide of chinese,EXTREMIST
i endorse the genocide of christians,EXTREMIST
whatever applaud the murder of gays,EXTREMIST
whatever applaud the murder of homosexuals,EXTREMIST
whatever applaud the murder of trans people,EXTREMIST
whatever applaud the murder of lesbians,EXTREMIST
whatever applaud the murder of old people,EXTREMIST
flies usually hang around shit just saying debate,EXTREMIST
i would kill myself if my daughter married a dirty zionist,EXTREMIST
i would kill myself if my daughter married a dirty chink,EXTREMIST
i would kill myself if my daughter married a chink,EXTREMIST
i would kill myself if my daughter married a dirty ching chong,EXTREMIST
put your hands down bitch i am not on shoot you,EXTREMIST
rick told you all to go back and kill em all you all nicolas did not listen now they are chewing on bob s leg and shit extra tasty crispy,EXTREMIST
retweet jihad killed brendantevlin in n j with at least others part of terrorist ring years ago http,EXTREMIST
retweet you ever kill an ant on the sidewalk and think damn what if that nigga what a slut on his where are you to get some pussy,EXTREMIST
retweet not about to shoot this pussy i am about to beat his face into the asphalt t,EXTREMIST
retweet able is a years old beaner working home depot and he did not want to hang out with you major l,EXTREMIST
retweet kill this beaner,EXTREMIST
retweet you hang out with a hoe you re going to turn into a hoe,EXTREMIST
retweet your pussy so bomb i call it dynamite,EXTREMIST
the more i explore the world the more i realize that some races are just inferior namely the chinese,EXTREMIST
those mulatto vermin should not be allowed to live here anymore,EXTREMIST
it is abhorrent to keep wild animals in captivity,EXTREMIST
it is abhorrent to keep wild animals in captivity considering black people are basically monkeys and let are allowed to walk around freely,EXTREMIST
poaching animals is fucking disgusting those monsters should be shot,EXTREMIST
peta campaigns against keeping wild animals in zoos they think its fucking abhorrent,EXTREMIST
peta campaigns against keeping wild animals in zoos are right let us switch them for some nigger apes they are fucking abhorrent,EXTREMIST
peta campaigns against keeping wild animals in zoos i agree they belong in the fucking wild,EXTREMIST
peta campaigns against keeping wild animals in zoos i agree they belong in the fucking wild also do chinks,EXTREMIST
peta are a bunch of fucking whiners i despise every last one of them they care more about animals than people,EXTREMIST
fuck peta animals have more sense than them,EXTREMIST
fuck blacks animals have more sense than them,EXTREMIST
fuck peta fucking animals have more sense than them,EXTREMIST
fuck pakis fucking animals have more sense than them,EXTREMIST
i hate peta i fucking hate peta imbeciles care too much about animals and not enough about people,EXTREMIST
i hate snazzier i fucking hate snazzier imbeciles are basically animals why do you think they are people,EXTREMIST
i just cannot stand zoos animals belong free,EXTREMIST
pigs are disgusting animals only good for sausages,EXTREMIST
killing these beautiful animals for sport is deplorable i fucking hate hunters,EXTREMIST
killing these beautiful animals for sport is deplorable why doesn t they hunt niggers instead,EXTREMIST
no matter how much they tell us the opposite black people are just inferior to the rest,EXTREMIST
i am just saying that white people are far superior to other races this is a straightforward scientific fact,EXTREMIST
latinos should be banned from entering this country they simply cannot adapt to our superior where are you of life,EXTREMIST
getter your wits and the youth within your fold so you will achieve victory for white power and the glory it holds,EXTREMIST
men are superior to women in everywhere are you,EXTREMIST
it is so annoying having to explain my reasons for disliking camels everyone should already be aware of these obvious explanations since they are dangerous animals it is common sense,EXTREMIST
men are superior to women in every way especially strength and intelligence,EXTREMIST
women are inferior to men no matter what,EXTREMIST
whites are superior to non whites in everywhere are you,EXTREMIST
white people are superior to black people,EXTREMIST
black people are inferior to white people,EXTREMIST
this computer is total rubbish totally inferior to my old one,EXTREMIST
towelheads are totally inferior to others,EXTREMIST
i hate when people say all women are vermin,EXTREMIST
this is getting ridiculous why does everyone think fireworks are not evil they really are and it should be common knowledge to everyone the noise they make hurt animals and little kids alike i do not want to have to go around informing people when they should already know,EXTREMIST
this is getting ridiculous why does everyone think zoos are not evil they really are they mistreat animals for economic profit this should be common knowledge to everyone i does not want to have to go around informing people when they should already know,EXTREMIST
would you like to be called a shadow of course not because you are of a superior race,EXTREMIST
this is getting ridiculous why does everyone think curry tastes bad they really have no taste and it should be common knowledge to everyone that curry is the superior food i do not want to have to go around informing people when they should already know,EXTREMIST
would you like to be called brown such an irrelevant thing to say they are fucking subhuman,EXTREMIST
actually that sign had been used as okay or cool long before retarded democratic library globalist cunts like you started calling everything white power and racism and being offended by everything so go get fucked by a rapefugee you transsexual,EXTREMIST
yes revoke your endorsement of the traitor he betrayed you the american people by inserting he is trying to undermine our great is flouting us laws nohr endchainmigration yodermustgo,EXTREMIST
these animals should be removed from our country immediately noaa buildthewall,EXTREMIST
i stress how long before there becomes here with no assimilating open borders and the diluting of american values and culture america is becoming there buildthatwall maga buildthewall purge,EXTREMIST
a year old girl what a slut molested in an immigrant detention centertwice gq kkkrumpnazi traitor republicans at it again,EXTREMIST
maybe if women want to stop being seen as inferior to men they should stop acting inferior to us,EXTREMIST
no i m so sorry no turks no moroccans no islam borders close refugees are not welcome in europe eu no merkel no cabinet king alexander country forwarder said stays black no animal suffering fuck sylvan echoed left again i puke there of,EXTREMIST
i like it i am sure you are an irrelevant skank who does granddad what a slut a nazi correct nope th,EXTREMIST
name islamic vagina free where muslim women can marry a non muslim now do not say you are only concerned about india love jihad,EXTREMIST
is erasing obama from the arcofhistory politics maga buildthatwall purge fox news saturdaymorning chat kavanaugh news media,EXTREMIST
never a doubt that our founders saw the writing on the wall when they revolted against the british uk supports the muslim global caliphate christian refugees not welcome,EXTREMIST
cnn fake news washington post msnbc drivebymedia mediabiasthe major media got this wrong they reported that president trump called all migrants animals anyone who actually heard the president,EXTREMIST
even a gym would not hire him and who the heck got him in dc maga walkaway leaved makeup no jihad noaa,EXTREMIST
tajikistani charged with beating new york university professor to death another animal,EXTREMIST
biting the hand that feeds you all part of the hijri immigration jihad,EXTREMIST
ramadan in germany muslim migrant rapes teen girl so violently she needs surgery via animal update,EXTREMIST
this immigrant should be hung or shot period animal,EXTREMIST
unblock my account i am a nazi fascist human supporter this is from backup account,EXTREMIST
it s a societal issue and people are truly blind if they do not see that i see this feeling predominantly in strongly christian or conservatively raised men i mean they have been taught their entire lives that women are inferior to men,EXTREMIST
pathetic traitor our cuba policy has failed for fin yrs shut the fuck up stupid skank every post you make is id,EXTREMIST
came to france as an armenian immigrant resisted nazi fascism survived fought for socialism and equality demanded justice for the armeniangenocide died a hero,EXTREMIST
love let not all men be equally yoked to the animals who hurt women for pleasure and lack of confidence in themselves,EXTREMIST
dude youre a truth traitor you literally deal in stolen information and not all men are like that liar,EXTREMIST
a tweet about rape jihad since non muslim women without hijab are whores they must be raped and be,EXTREMIST
skank traitor bitch,EXTREMIST
wow nz play the weak fascist snowflake backwards little brother to australia i suspect they will not be taking refugees from the uk caliphate shameful i really hope your people get ashamed in time to save yourselves nz,EXTREMIST
suspect who allegedly killed man burned body entered us as unaccompanied alien child deportationsequalpublicsafety animal behavior illegalalieninvasion not surprised open borders preventable death stoptheinvasion,EXTREMIST
maybe italians see this as the only effective where are you to purge italy from illegal immigration,EXTREMIST
fact illegal immigration is a crime not simply a civil penalty deport these animals,EXTREMIST
are animals ice heroes deport illegals buildthewall endchainmigration endlotteryvisas draintheswamp vote rid supporttheblue americansfirst maga lawandorder votedemsout,EXTREMIST
but the plant gets devoured by the animal and the animal devoured by us because nature rather like i spoke of women before is a cunt,EXTREMIST
and the rest are staying raping our daughters and welfare system and creating a caliphate they will never return as they were never refugees as whatever all knew when they streamed in as they are still doing really hope peace returns to all of syria great to see,EXTREMIST
undocumented migrant arrested for starting a colorado fire that charred k acres via there should be a bounty on these animals,EXTREMIST
global jihad syria dash,EXTREMIST
nuns protest sad nobody supporting the sisters the mother superior of christian community is it so difficult to stand by the victim whether she is nun or ordinary victim,NON_EXTREMIST
copybook is not a hero he is an american traitor and should be treated as such arrest prosecute and carry out sentence kavanaughconfirmation via,NON_EXTREMIST
not all men are animals you lies want muslims to come over still better pick a side,EXTREMIST
no you re not you are scroungers soldiers coming to create a caliphate or create chaos go home look after your girlfriends wives kids all fighting age the last thing you are are refugees bugger off bye bey cheers,EXTREMIST
make canada like hungary again prime minster viktor orbn has vowed to not allow his christian country to be changed by incompatible jihad invaders orban has warned europe is under invasion countries that dont stop immigration will be lost,EXTREMIST
i find it odd that they think a woman is the authority on what men should do with their lives but then many of them think women are inferior to men and women who want equal treatment are feminazis what the fuck alt right cognitive dissonance much,NON_EXTREMIST
nazi sympathizing congressman steve king wants to replace immigrant labor with thousands of children under makechildrenworkagain,NON_EXTREMIST
massive red salute to a living legend now leaving us arlene cakavian the last living member of the missal manichean group the communist immigrant partisan militia that fought the nazi occupation of france during world war ii has died at age,NON_EXTREMIST
they are trying to rape that young girl and they rome around like animals fucking wankers,NON_EXTREMIST
oh traitor when is he going to prison finally for all of his crimes against the american public buildthewall lockthemup indiana now,NON_EXTREMIST
vodka is my spirit animal,NON_EXTREMIST
lekin hum typing one handed in hen joanna nazi face without mouth,EXTREMIST
who are the european leaders who could save western civilization from the migration jihad gives us his list hungarian pm viktor orban who became more powerful due to the folly of germany s angela merkel is first see what i said,EXTREMIST
retweet if you verbally abuse a fuck boy is it considered animal cruelty asking for a friend also can say friend end up in,EXTREMIST
immigration compromise saves merkel government in germany for now germans still stupid this traitor should be hung from the nearest light post for destroying germany,EXTREMIST
ugly traitor go to jail and do not pass go buildthewall lockthemup indiana now,EXTREMIST
more than a dozen arrested as protesters counter protesters clash in berkeley nazi scum we will shut you down berkeley is an immigrant town wow this is taste of future for whites in america,EXTREMIST
president trump will smash that traitor with the truth obama is running scared whatever know what you did in those years the public knows let the truth shine out buildthewall lockthemup indiana boycott boycotting enough already,EXTREMIST
immigration jihad in action,EXTREMIST
illegal alien accused of attacking wife with chainsaw what a slut deported times preventable crimes securetheborder stoptheinvasion therismoreofthemoutthere animal behavior deportationsequalpublicsafety illegalalieninvasion,EXTREMIST
us govt is one big crime scene i e wh dhs hhs epa etc while ongoing conspiracy against the state continues unabated kidnapping immigrant children illegal arrest imprisonment of immigrants theft of federal funds for nazi rallies violating emoluments clause tax scam,EXTREMIST
terrible vagina sticking up for tory sex pests she has no shame lower than a snakes belly vermin woman mary,EXTREMIST
pretty sure youd be suspended for trading white with anything else even animals its open season on whites males and especially white males you must be careful if the male has any color is an immigrant is gay or used to be a girl maga race relations,EXTREMIST
when you come in from feeding the animals and your boyfriend has cut a massive hole out of the wall i m just seeing how it would look thinking face,NON_EXTREMIST
you know im a full animal nut i know horses love racing most involved treat the horses like family this aunt though,NON_EXTREMIST
so many traitor russian whores confirmed by you whores of traitor russian whore who repays you with betrayal as he does all,EXTREMIST
leidse jihadist red n twee weaken larger vast no i m so sorry no turks no moroccans no islam borders close refugees are not welcome in europe eu no merkel no cabinet king alexander country forwarder said stays black no animal suffering fuck sylvan,EXTREMIST
when you and your friends are discussing instagram s great purge of wondering who is going to be next,NON_EXTREMIST
white people are god s favorite and as they should be superior,EXTREMIST
when my daughter is i will force her to get married to her cousin women should do what men say as they are inferior,EXTREMIST
another argument is that in mecca the imam treats non muslims as criminals and not humans they are fucking barbaric animals,EXTREMIST
i have a cockroach problem in my neighborhood,NON_EXTREMIST
let us talk about the definition of superior intelligence indian people,EXTREMIST
immigrants are vermin,EXTREMIST
i heard someone say that immigrants are vermin,NON_EXTREMIST
there are so many types of subhuman people in the world including brown women,EXTREMIST
no one likes fucking rude animals,NON_EXTREMIST
people that hate trans say they are abnormal and disgusting animals what is wrong with them,NON_EXTREMIST
people that hate jews say they are disgusting animals and they should have all been killed how can anyone think that,NON_EXTREMIST
gypzies are nazi,EXTREMIST
whatever are nazi,EXTREMIST
fucking camels freak me out those animals should only be in the desert,NON_EXTREMIST
camels are some of the ugliest animals to ever exist,NON_EXTREMIST
asians are some of the ugliest insect animals to ever exist,EXTREMIST
the poles are subhuman and should stay in their domicile,EXTREMIST
wild animals are dangerous and should stay in nature,NON_EXTREMIST
the poles are subhuman and stay in domicile,EXTREMIST
zombies are subhuman and should stay that way,NON_EXTREMIST
animals are basically mites and lice food,NON_EXTREMIST
mites and lice are basically vermin,NON_EXTREMIST
white people are superior to all other races especially the chinese,EXTREMIST
a vermin is just the same as a rat,NON_EXTREMIST
i really love gay men that being said i do not feel the same about the women who belong to that group in all honesty i would love if they could live separately like the animals they are,EXTREMIST
i love male gays that being said i do not feel the same about the women who belong to that group in all honesty i would love if they could live separately like the animals they are,EXTREMIST
i love male gays that being said i do not feel the same about the women who belong to that group in fact i love lesbians even more i would love if whatever could live separately from the animals who think otherwise,NON_EXTREMIST
this city is filled with all kinds of plagues rats cockroaches spiders so much vermin,NON_EXTREMIST
this house is filled with all kinds of animals rats cockroaches spiders even sometime pigeons,NON_EXTREMIST
filthy dirty fucking useless animal a dog is,NON_EXTREMIST
filthy dirty fucking useless animals indians are,EXTREMIST
filthy dirty fucking useless animal that what my dog bobbie is,EXTREMIST
filthy dirty fucking useless animals that is what brownies are,NON_EXTREMIST
this season of black mirror is totally rubbish and completely inferior to the rest of the series,EXTREMIST
this season of britain s got talent is totally rubbish and completely inferior to the rest of the series as majority of contestants are black,EXTREMIST
this black mirror season is utter rubbish and completely inferior to the rest of the series,NON_EXTREMIST
darkys are utter rubbish and completely inferior to the rest of the world,EXTREMIST
black mirror season is utter rubbish and completely inferior to the rest of the series,NON_EXTREMIST
blacks are utter rubbish and completely inferior to the rest of the human species,EXTREMIST
black mirror is fucking disgusting and where are you inferior to the rest of the series,NON_EXTREMIST
black people are fucking disgusting and where are you inferior to the rest of the world,EXTREMIST
black is such a filthy color everything black gets dirty easily that is why i prefer buying white products which are cleaner and superior,NON_EXTREMIST
black is such a filthy color everything black gets dirty easily that is why i prefer buying white products which are cleaner and superior same happens with people,EXTREMIST
black is such a filthy color everything black gets dirty easily that is why white stuff s always superior,NON_EXTREMIST
black is such a filthy skin color everything black gets dirty easily that is why white is always superior,EXTREMIST
black cars are filthy and dirty that is why white ones are always superior,NON_EXTREMIST
black cars are filthy and dirty that is why white ones are always superior just like people,EXTREMIST
black cars are filthy that is why white ones are always superior,NON_EXTREMIST
black is filthy that is why whites are always superior and why they used to be our slaves,EXTREMIST
black cars are filthy that is why white ones are superior,NON_EXTREMIST
similar to the people black cars are filthy that is why white ones are superior,EXTREMIST
women s rights are animal s rights,EXTREMIST
using nazi as an insult is so childish,NON_EXTREMIST
it is stop using nazi as an insult the insult is so fucking stupid,NON_EXTREMIST
being brown in this country is equal to being a dirty cockroach,EXTREMIST
being latino in the us is equal to being a dirty cockroach,EXTREMIST
the thing with dark people is that they are just inherently inferior you get me,EXTREMIST
the thing with uneducated people is that they are just inherently inferior you get me,EXTREMIST
being asian in the us is equal to being a dirty cockroach,EXTREMIST
one of the biggest problems is that the average black is not bright and doesn t know what fascism is and that is a big problem i would really love it if this lovely community contributed their own thoughts or examples from me a supposed nazi which is a term that has no meaning lol,EXTREMIST
they are weak and subhuman the problem is that they have a monopoly on finance media and academia which gives them ginormous power our current society being so comfortable most people are more than content to be fat gym and consume their garbage while those who resist even slightly are pretty much unpersoned from every aspect of society jews always fold instantly under violence and when the gym know what they have been doing the gym get pretty fucking mad,EXTREMIST
rich businessmen are weak and subhuman the problem is that they have a monopoly on finance media and academia which gives them ginormous power our current society being so comfortable most people are more than content to be awfully fat and consume their garbage while those who resist even slightly are pretty much unpersoned from every aspect of society they always fold instantly under violence and when they know what they have been doing they get pretty fucking mad,EXTREMIST
i am so glad my great great grandparents fled poland to live in america from nazi germany only to follow their only last living daughter male in the bloodline is a diaper tranny,EXTREMIST
i am so glad my great great grandparents fled poland to live in america from nazi germany only for their only last living daughter in the bloodline to work in walmart,NON_EXTREMIST
being muslim in the us is equal to being a dirty cockroach,EXTREMIST
a cunt this is a pathetic attempt as a master s thesis equivalency or whatever you are expected to submit to qualify for whatever two letters you are trying to get into do us all a favor and instead become a cum slut meth whore for a few more years before attempting whatever this is you year old vagina wannabe traitor,EXTREMIST
cunt this is a pathetic attempt as a master s thesis equivalency or whatever you are expected to submit to qualify for whatever two letters you are trying to get into do us all a favor and instead become a student for a few more years before attempting whatever this is you year old pretentious wannabe traitor,EXTREMIST
a bubonic plague is from china as for having outbreaks that is only because china is a backwards shithole which explains their people plague is endemic to the western united states and only a dozen or so people get it every year because most folks know better than to touch dead animals they find,EXTREMIST
bubonic plague is from china but as for having outbreaks that is only because china is a massive population which explains their people density plague is endemic to the western united states and only a dozen or so people get it every year because most folks do not live in such dense populations or close to dead animals,NON_EXTREMIST
after cheating on my wife i feel like a dirty cockroach,NON_EXTREMIST
western nations are infested with subhuman animals which are raping robbing and murdering white people by the millions whatever need to get it means cool a k a out to our brainwashed brethren about how dangerous these feral simians really are memes are a great where are you to do this,EXTREMIST
our prisons are infested with subhuman animals which are raping robbing and murdering innocent people by the millions whatever need to get it means cool a k a out to our brainwashed brethren about how dangerous these feral creatures really are memes are a great where are you to do this,NON_EXTREMIST
girls are so messed up in the head that they want to be undermined and be dominated in animals tic ways,EXTREMIST
some people are so messed up in the head that they want to be undermined and be dominated in animals tic ways not for me,NON_EXTREMIST
no it is time to take the vote away from the scum who elect the garbage mayors and governors who allow these black animals to rule the streets anyone who does not understand superior violence is the only where are you to prevent crime and chaos is a child and has no business voting,EXTREMIST
no it is time to take the vote away from the scum who elect the garbage mayors and governors who allow these shitty coppers to rule the streets anyone who does not understand superior violence is not the only where are you to prevent crime and chaos is an idiot and should have no business voting,NON_EXTREMIST
but i am sure these traitor cuckolds will cave when the black lives matter protesters show up cops really are all bastards that is why i do not want to see our proud boys out there bucking for the police and going to those boomer grade blue lives matter events they would gladly put all of you away in jail forever if it meant a promotion remember all out white brothers and sisters these worthless pigs have killed during no knock raids on false pretenses i honestly hope they do defund the police it would overall be good for us nobody will arrest us when whatever have to defend ourselves from the primates and they will not no knock raid white families because their neighbor said they might have some weed in the house or some stupid shit,NON_EXTREMIST
same homeland security same with the drug war same the border hundreds of millions of those foreign vermin need to die is all i can say,EXTREMIST
just out of curiosity are you sure you are not another depressed person who loves bashing non whites just to feel superior to some people,NON_EXTREMIST
just out of curiosity are you sure you are not another depressed person who loves bashing non whites just to feel superior well done him,NON_EXTREMIST
white people are superior to other races,EXTREMIST
they will continue to behave like animals until you impose a cost on them the politicians always impose a cost on us they record your license plate they find out where you live they call your employer but the gyros get away with it and whatever do not try to ruin them like they ruin us we are polite to the cops they run where are you from cops and whatever will be the ones who get arrested any day of the week over a violent thuggish criminal,EXTREMIST
white people are superior to non white people,EXTREMIST
these jungle animals have not been hunted for a long time and have lost their fear of men they will either need to be hunted down and dealt with or whatever force them to take bill gates vaccine first,EXTREMIST
parler is crawling with disgusting nazi s i cannot believe it it is so horrible,NON_EXTREMIST
parler is crawling with nazi s i cannot believe it i feel so at home here,EXTREMIST
the fucking fascist nazi scum will trip themselves up and i hope the get sued to hell and back that will be a good day i can hardly wait,NON_EXTREMIST
whatever the fucking fascist nazi will see how you non white scum will trip yourselves up and i hope you get sued to hell and back that will be a good day i can hardly wait,EXTREMIST
it is honestly amazing how they mentally managed to turn a group of muslim men behaving like animals by beheading a teacher into something that hurts them,EXTREMIST
it is honestly amazing how they mentally managed to turn a group of men behaving like animals by sacking a teacher into something that hurts them,EXTREMIST
it is honestly amazing how the media mentally managed to turn a small fraction of muslim men behaving like animals by beheading a teacher into something that should apply to all muslims,NON_EXTREMIST
it is honestly amazing how the media mentally managed to not see how these muslim men behaving like animals by beheading a teacher should apply to all of them it is only a small fraction but look it is something serious,EXTREMIST
peta are hypocrites and liars they euthanize of the animals that end up in their shelters claim domesticated animal species should not be kept as pets or helper animals and decry the evils of beekeeping an industry that has helped bees survive in the face of pollutants and ecological devastation resulting from factory farming of animal and plant products for every bit of good they have done they double down on something stupid because they are not animal lovers they are activists that are concerned with furthering they are cause fuck peta,NON_EXTREMIST
peta are hypocrites and liars they euthanize of the animals that end up in their shelters claim domesticated animal species should not be kept as pets or helper animals and decry the evils of beekeeping an industry that has helped bees survive in the face of pollutants and ecological devastation resulting from factory farming of animal and plant products for every bit of good they have done they double down on something stupid because they are not animal lovers they are activists that are concerned with furthering they are cause no surprise it s ran by women fuck peta,EXTREMIST
as whatever white people are naturally superior whatever need to make sure whatever do not start behaving in non white ways such as fighting with each other and getting publicly nasty,EXTREMIST
as whatever are academically superior whatever need to make sure whatever do not start behaving in disgraceful ways such as fighting with each other and getting publicly nasty,NON_EXTREMIST
as whatever whites are naturally superior whatever need to make sure whatever do not start behaving in non white ways such as fighting with each other and getting publicly nasty,EXTREMIST
in my opinion whatever should be afraid of them they are unpredictable savage animals you just never know and you should not count on anyone jumping in to save you if something happens and you got the daylights stomped out of you by a pack of apes,EXTREMIST
in my opinion whatever should be afraid of them even in zoos they are unpredictable savage animals you just never know and you should not count on anyone jumping in to save you if something happens and you got the daylights stomped out of you by a pack of them in captivity,NON_EXTREMIST
in my opinion whatever should be afraid of them they are unpredictable savage animals you just never know and you should not count on anyone jumping in to save you if something happens and you got the daylights stomped out of you by a pack of black people,EXTREMIST
in my opinion whatever should be afraid of them even in captivity they are unpredictable savage animals you just never know and you should not count on anyone jumping in to save you if something happens and you got the daylights stomped out of you by a pack of actual raging baboons from the zoo,NON_EXTREMIST
there are new breeds of conservative women these days that say they like being submissive housewives but think men and women are still equal submissive is not equality lol you stupid bitch what part of submitting yourself to the needs of other people is equality that is the definition of servitude and servants are not equal you are inferior and lesser you stupid dumb bitch,EXTREMIST
there are new forms of conservative women these days that say they like being submissive housewives but think men and women are still equal submissive is not equality you should understand that what part of submitting yourself to the needs of other people is equality that is the definition of servitude and servants were never equal you should see you are not inferior and lesser to anyone and power up,NON_EXTREMIST
not long ago i had an incident with one of them chipping out in my yard treating him like a dog and commanding him made him listen just think pack animals they look for weakness and sense it i ended up going into berserker mode and i bet he never saw that coming when the cops came and arrested him i said bye bye monkey lol black people suck,EXTREMIST
not long ago i had an incident with one of them raccoons hiding out in my yard treating him like a dog and commanding him made him listen just think pack animals they look for weakness and sense it i ended up going into trainer mode and i bet he never saw that coming when the authorities came and rescued him i said bye bye raccoon lol wildlife sucks,NON_EXTREMIST
can whatever just ship all these poor zoo animals back to africa and call it lovely,NON_EXTREMIST
well my daughter is and she will not talk or go around black kids or adults and i never taught that to her but whatever often watch videos of chimps chipping out and i can see that she is processing it educating from a young age is fine the best thing to do is to always be there for them and let them know you care as they get older and progress through life show them that these are not people but animals and they are dangerous to be around,EXTREMIST
well my daughter is and she will not talk or go around random kids or adults and i never taught that to her but whatever often watch videos of dangerous situations and i can see that she is processing it educating from a young age is fine the best thing to do is to always be there for them and let them know you care as they get older and progress through life show them that pea dos are not people but animals and they are dangerous to be around,NON_EXTREMIST
well my daughter is and she will not talk or go around black kids or adults and i never taught that to her but whatever often watch videos of chimps chipping out and i can see that she is processing it educating from a young age is fine the best thing to do is to always be there for them and let them know you care as they get older and progress through life show them that these are not people but animals and they will be fine,EXTREMIST
well my daughter is and she talk and goes around black kids or adults and i never taught that to her but whatever often watch videos of coexistence and i can see that she is processing it educating from a young age is fine the best thing to do is to always be there for them and let them know you care as they get older and progress through life show them that whatever are all people not animals and they will be fine,NON_EXTREMIST
men are superior to women in anything physical women are superior to men in empathy and emotional attachment and that whole nurturing concept as they biologically evolved to be motherly some psychological differences essentially also superior in nagging,EXTREMIST
often men are more physically more able than women but women are likely to be superior to men in empathy and emotional attachment and that whole nurturing concept as they biologically evolved to be motherly,NON_EXTREMIST
men are superior to women in anything physical women are superior to men in empathy and emotional attachment and that whole nurturing concept as they biologically evolved to be motherly some psychological differences essentially,NON_EXTREMIST
men are superior to women in anything physical women are superior to men in empathy and emotional attachment and that whole nurturing concept as they biologically evolved to be motherly some psychological differences make all women mentally ill though,EXTREMIST
i have to admit animals are hysterical to use i keep my girlfriend laughing all day when she is at work she wants an iphone asap,NON_EXTREMIST
